,index,spotify_artist_id,list_original_name,music_story_id,instagram_url,instagram_username,facebook_url,facebook_username,twitter_url,twitter_username,instagram_followers,instagram_data
198,199,06HL4z0CvFAxyc27GXpf02,"""Taylor Swift""",111698,http://www.instagram.com/taylorswift,taylorswift,,,,,153355792,
568,569,06nvjg4wBANK6DCHjqtPNd,"""Mahmood""",4704785,http://www.instagram.com/mahmood,mahmood,,,,,1173105,
90,970,07GczQ6OLSjvh0qTNn2w9Z,"""Axel Wikner""",,https://www.instagram.com/femtehjellwikner,femtehjellwikner,,,,,1012,"{'pk': '531718598', 'username': 'femtehjellwikner', 'full_name': 'Axel Femtehjell Wikner', 'is_private': True, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/75332698_452052962109552_8665990723281092608_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=GtiN58LWRnAAX8Sra7t&edm=AHG7ALcBAAAA&ccb=7-4&oh=1a680d5b51eeb0a67daa67dfc9943917&oe=60B2F7A3&_nc_sid=5cbaad', 'profile_pic_id': '2174261180642037749_531718598', 'is_verified': False, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': True, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 0, 'live_broadcast_id': None, 'id': '531718598'}"
551,1082,07QEuhtrNmmZ0zEcqE9SF6,"""Owl City""",115601,https://www.instagram.com/owlcityofficial,owlcityofficial,,,,,262801,"{'pk': '54065088', 'username': 'owlcityofficial', 'full_name': 'Owl City', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/32531887_382308412265854_419413215835848704_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=4BrswJ3rP4kAX_dC2x0&edm=AHG7ALcBAAAA&ccb=7-4&oh=d55097c996962c3bf107a8bd834e57fc&oe=60B2C8F0&_nc_sid=5cbaad', 'profile_pic_id': '1787171435933019749_54065088', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 0, 'live_broadcast_id': None, 'id': '54065088'}"
919,920,07SFzTMeYf5P8Rd32a9Zzw,"""AK Ausserkontrolle""",4649569,http://www.instagram.com/akausserkontrolle,akausserkontrolle,,,,,697671,"{'biography': '🔻A.S.S.N🔻', 'blocked_by_viewer': False, 'restricted_by_viewer': False, 'country_block': False, 'external_url': 'https://www.amazon.de/dp/3742312081', 'external_url_linkshimmed': 'https://l.instagram.com/?u=https%3A%2F%2Fwww.amazon.de%2Fdp%2F3742312081&e=ATOaYmNNzoy26Lt_g-gVzLIRLZDItDmHZ_el5UMFEDKi-ktmOyKlipMmeEIng33R_LBKoZ7hiketftAQoK0qxg8&s=1', 'edge_followed_by': {'count': 697671}, 'fbid': '17841402222329075', 'followed_by_viewer': False, 'edge_follow': {'count': 0}, 'follows_viewer': False, 'full_name': 'AK AUSSERKONTROLLE', 'has_ar_effects': False, 'has_clips': False, 'has_guides': False, 'has_channel': False, 'has_blocked_viewer': False, 'highlight_reel_count': 1, 'has_requested_viewer': False, 'id': '2312602077', 'is_business_account': True, 'is_professional_account': True, 'is_joined_recently': False, 'business_category_name': 'Creators & Celebrities', 'overall_category_name': None, 'category_enum': 'BANDS_MUSICIANS', 'category_name': 'Musician/Band', 'is_private': False, 'is_verified': True, 'edge_mutual_followed_by': {'count': 0, 'edges': []}, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/107824171_3156940384384214_1040984070052296161_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=RReYfdzhp-QAX9S5bcC&edm=AAuNW_gAAAAA&ccb=7-4&oh=0efc4e899c509033e8ecbb5499f70028&oe=609B3D40&_nc_sid=498da5', 'profile_pic_url_hd': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s320x320/107824171_3156940384384214_1040984070052296161_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=RReYfdzhp-QAX9S5bcC&edm=AAuNW_gAAAAA&ccb=7-4&oh=9a1fc2e7a3de797b1654492b8e5bd248&oe=609B5729&_nc_sid=498da5', 'requested_by_viewer': False, 'should_show_category': True, 'username': 'akausserkontrolle', 'connected_fb_page': None, 'edge_felix_video_timeline': {'count': 0, 'page_info': {'has_next_page': False, 'end_cursor': None}, 'edges': []}, 'edge_owner_to_timeline_media': {'count': 0, 'page_info': {'has_next_page': False, 'end_cursor': None}, 'edges': []}, 'edge_saved_media': {'count': 0, 'page_info': {'has_next_page': False, 'end_cursor': None}, 'edges': []}, 'edge_media_collections': {'count': 0, 'page_info': {'has_next_page': False, 'end_cursor': None}, 'edges': []}}"
290,291,07YUOmWljBTXwIseAUd9TW,"""Sebastian Yatra""",4560969,http://www.instagram.com/sebastianyatra,sebastianyatra,,,,,26405082,
12,102,07YZf4WDAMNwqr4jfgOZ8y,"""Jason Derulo""",,https://www.instagram.com/jasonderulo,jasonderulo,,,,,7746711,"{'pk': '9203271', 'username': 'jasonderulo', 'full_name': 'Jason Derulo', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/73081549_2415216168534024_2759608996980588544_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=rmsLhoHZRxUAX8ThcSp&edm=AHG7ALcBAAAA&ccb=7-4&oh=82e12bd09a147a38a72f5e3bc6307f02&oe=60B14922&_nc_sid=5cbaad', 'profile_pic_id': '2182376947932497847_9203271', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619743279, 'live_broadcast_id': None, 'id': '9203271'}"
389,823,085pc2PYOi8bGKj0PNjekA,"""will.i.am""",6115,https://www.instagram.com/willevy,willevy,,,,,7953243,"{'pk': '146131381', 'username': 'willevy', 'full_name': 'William  Levy / Actor Producer', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/148952833_1862539397227242_6629217228127173344_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=rrI6BZaDyMIAX-Rm5mt&edm=AHG7ALcBAAAA&ccb=7-4&oh=0daa20821e20ebb29f239b2b75e96d9c&oe=60B1FFE3&_nc_sid=5cbaad', 'profile_pic_id': '2506381929268854452_146131381', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619716033, 'live_broadcast_id': None, 'id': '146131381'}"
104,289,08GQAI4eElDnROBrJRGE0X,"""Fleetwood Mac""",100536,https://www.instagram.com/fleetwooddmac,fleetwooddmac,,,,,155380,"{'pk': '1536934111', 'username': 'fleetwooddmac', 'full_name': 'Fleetwood Mac', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/42506083_250455202479020_1062944186023542784_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=_M-v9yAvFGwAX9hT3Yb&edm=AHG7ALcBAAAA&ccb=7-4&oh=4e125594d955654f2f507b7b64839c72&oe=60B23E8A&_nc_sid=5cbaad', 'profile_pic_id': '1878020715506025905_1536934111', 'is_verified': False, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 0, 'live_broadcast_id': None, 'id': '1536934111'}"
21,1026,08JjzDgK2ltxMBWlez1YyH,"""Hasse Andersson""",135689,https://www.instagram.com/hasse_kvinnaboske_andersson,hasse_kvinnaboske_andersson,,,,,20037,"{'pk': '1766984438', 'username': 'hasse_kvinnaboske_andersson', 'full_name': 'Hasse Andersson', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/11049188_1445009559122934_570170241_a.jpg?_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=wSV9ZwB-UTYAX-_ajsH&edm=AHG7ALcBAAAA&ccb=7-4&oh=7e3153fe3cb12473e5b2de3d7cec6d68&oe=60B11F1E&_nc_sid=5cbaad', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 0, 'live_broadcast_id': None, 'id': '1766984438'}"
20,1107,08uWJ3O13e3RJCxaiZh8qm,"""Elina Born & Stig RÃ¤sta""",4527377,,,,,,,-1,
718,719,09agIJMxCD2k87ys9Al0f0,"""VIZE""",4716546,http://www.instagram.com/vizemusicofficial,vizemusicofficial,,,,,50440,
129,1035,09hVIj6vWgoCDtT03h8ZCa,"""A Tribe Called Quest""",101780,https://www.instagram.com/a.quest.called.tribe,a.quest.called.tribe,,,,,4148,"{'pk': '4635410205', 'username': 'a.quest.called.tribe', 'full_name': 'a qUest cALLed triBE, M.T.', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/106039516_307234810432835_5362612134548572869_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=MDMn3mMx9lUAX8NN6Ci&edm=AHG7ALcBAAAA&ccb=7-4&oh=9f02a7c5b2f99fe1bef4663fd8f7c941&oe=60B0AB1C&_nc_sid=5cbaad', 'profile_pic_id': '2343786681213551709_4635410205', 'is_verified': False, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619753330, 'live_broadcast_id': None, 'id': '4635410205'}"
342,343,0A0FS04o6zMoto8OKPsDwY,"""YG""",4500856,http://www.instagram.com/yg,yg,,,,,7103623,
276,611,0AJUYWKztkg5dnrHDIBv47,"""MiC LOWRY""",4689391,https://www.instagram.com/miclowry,miclowry,,,,,109680,"{'pk': '178131619', 'username': 'miclowry', 'full_name': 'MiC LOWRY', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/122040503_390467441994536_7617169172456961442_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=Km4ez2mYt44AX_ie-vK&edm=AHG7ALcBAAAA&ccb=7-4&oh=eabac293c7af4840cc6b8a710eeb7212&oe=60AFB61F&_nc_sid=5cbaad', 'profile_pic_id': '2424945627488050417_178131619', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 0, 'live_broadcast_id': None, 'id': '178131619'}"
255,256,0awl5piYwO0CDTHEkCjUhn,"""Nico & Vinz""",4557485,http://www.instagram.com/nicoandvinz,nicoandvinz,,,,,103933,
434,899,0b1sIQumIAsNbqAoIClSpy,"""j-hope""",,https://www.instagram.com/jhope_bighitentertainment,jhope_bighitentertainment,,,,,8148964,"{'pk': '21930728661', 'username': 'jhope_bighitentertainment', 'full_name': 'J-HOPE (제이홉)', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/123925138_511799443110360_8991186464038932078_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=Xgdrl8o_4AAAX9XXgRi&edm=AHG7ALcBAAAA&ccb=7-4&oh=dc7141ee90862cca01efe655d95a0b4f&oe=60B0FD85&_nc_sid=5cbaad', 'profile_pic_id': '2437266121836695050_21930728661', 'is_verified': False, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 0, 'live_broadcast_id': None, 'id': '21930728661'}"
359,360,0b2GL7Y02vu50qieoQmw1w,"""IAmChino""",4676795,http://www.instagram.com/iamchino__,iamchino__,,,,,59631,
525,1037,0B3N0ZINFWvizfa8bKiz4v,"""James TW""",4622041,https://www.instagram.com/jamestwmusic,jamestwmusic,,,,,119800,"{'pk': '33579756', 'username': 'jamestwmusic', 'full_name': 'James TW', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/158393242_117274487037612_7751339566164436640_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=tzApGH2nV5MAX8tG6Ag&edm=AHG7ALcBAAAA&ccb=7-4&oh=c34804eeced9b2d36d1034beb54c02ee&oe=60B2A7C9&_nc_sid=5cbaad', 'profile_pic_id': '2526517968324321030_33579756', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 0, 'live_broadcast_id': None, 'id': '33579756'}"
368,786,0bBz5bRBkExaej2HxtVfCw,"""347aidan""",,https://www.instagram.com/347aidan,347aidan,,,,,280524,"{'pk': '1465366819', 'username': '347aidan', 'full_name': 'MISFIT*', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/165705402_1361215140915971_5254725575483942843_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=D2JXAqgQXwwAX_bPxUQ&tn=Xh6BU20XRCZ59ifo&edm=AHG7ALcBAAAA&ccb=7-4&oh=7264db851a7708c835c8146d1dbb8bc5&oe=60AFAB2F&_nc_sid=5cbaad', 'profile_pic_id': '2539645183425526536_1465366819', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619737747, 'live_broadcast_id': None, 'id': '1465366819'}"
69,224,0bdfiayQAKewqEvaU6rXCv,"""MÃ˜""",4538837,https://www.instagram.com/murillolima,murillolima,,,,,81241,"{'pk': '7995417', 'username': 'murillolima', 'full_name': 'M U R I L L O  L I M A', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/12093833_457699777767081_1624552909_a.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=6QDQN_KSUHgAX_CN8_j&edm=AHG7ALcBAAAA&ccb=7-4&oh=f06655d7008a0cd8a62f0d8d158a8179&oe=60B1EC8F&_nc_sid=5cbaad', 'is_verified': False, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619727584, 'live_broadcast_id': None, 'id': '7995417'}"
267,592,0BqURncJM5B1BBu7UM51eq,"""Guaynaa""",,https://www.instagram.com/guaynaa,guaynaa,,,,,5232541,"{'pk': '1939238719', 'username': 'guaynaa', 'full_name': 'Guaynaa', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/158786490_1063686214124193_9173094669914486472_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=oQ1X-mFJMqsAX_8kSmF&edm=AHG7ALcBAAAA&ccb=7-4&oh=f0b22cf15cf73488a6b7cb0e78c867fe&oe=60AF93AE&_nc_sid=5cbaad', 'profile_pic_id': '2527248387072158606_1939238719', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 0, 'live_broadcast_id': None, 'id': '1939238719'}"
911,912,0BvkDsjIUla7X0k6CSWh1I,"""Luke Bryan""",128654,http://www.instagram.com/lukebryan,lukebryan,,,,,5736021,
568,1109,0bxSJJ7V2M4Zb9lpRzWPD8,"""JIMIN""",,https://www.instagram.com/jimin,jimin,,,,,3479561,"{'pk': '2028847247', 'username': 'jimin', 'full_name': 'BTS JIMIN 지민', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/145147670_252255956418630_5803682750577710686_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=5ZkBv0olzBoAX-Ppf1P&edm=AHG7ALcBAAAA&ccb=7-4&oh=9d3d3e25c75c5820c8536d50b8c840d1&oe=60B16300&_nc_sid=5cbaad', 'profile_pic_id': '2501216935575231833_2028847247', 'is_verified': False, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619752554, 'live_broadcast_id': None, 'id': '2028847247'}"
297,298,0C0XlULifJtAgn6ZNCW2eu,"""The Killers""",102044,http://www.instagram.com/thekillers,thekillers,,,,,1169902,
134,225,0c173mlxpT3dSFRgMO8XPh,"""Big Sean""",158552,https://www.instagram.com/sean_levyy,sean_levyy,,,,,16444,"{'pk': '7275003', 'username': 'sean_levyy', 'full_name': '♡ BIG SEAN ♡', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/134374873_229045695456941_6210264154947239561_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=MERmCkdstUMAX_GMRP1&edm=AHG7ALcBAAAA&ccb=7-4&oh=faa68e0625b2ff27c6c375a8d679d898&oe=60B0223B&_nc_sid=5cbaad', 'profile_pic_id': '2477382520440016285_7275003', 'is_verified': False, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619736066, 'live_broadcast_id': None, 'id': '7275003'}"
95,96,0C8ZW7ezQVs4URX5aX7Kqx,"""Selena Gomez""",115071,http://instagram.com/selenagomez,selenagomez,,,,,221396834,
757,758,0CbeG1224FS58EUx4tPevZ,"""Timmy Trumpet""",4543202,http://instagram.com/timmytrumpet,timmytrumpet,,,,,1659044,
630,1083,0Cd6nHYwecCNM1sVEXKlYr,"""Krewella""",4476623,http://instagram.com/krewella,krewella,,,,,691972,
423,424,0cGUm45nv7Z6M6qdXYQGTX,"""Kehlani""",4568919,http://www.instagram.com/kehlani,kehlani,,,,,12425982,
27,149,0Cp8WN4V8Tu4QJQwCN5Md4,"""BENEE""",,https://www.instagram.com/beneemusic,beneemusic,,,,,616168,"{'pk': '6623175452', 'username': 'beneemusic', 'full_name': 'BENEE', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/175175219_253965063076715_5759294718703790596_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=pj68aVIn_KsAX8lRaXl&edm=AHG7ALcBAAAA&ccb=7-4&oh=0140923c6b67b8a19ab67afbe32bfaf9&oe=60B161F6&_nc_sid=5cbaad', 'profile_pic_id': '2554953805472002196_6623175452', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619753198, 'live_broadcast_id': None, 'id': '6623175452'}"
596,597,0daugAjUgbJSqdlyYNwIbT,"""Vicetone""",4566161,http://www.instagram.com/vicetone,vicetone,,,,,344606,
258,572,0DdDnziut7wOo6cAYWVZC5,"""KREAM""",4688833,https://www.instagram.com/kream.co.kr,kream.co.kr,,,,,53292,"{'pk': '21783166885', 'username': 'kream.co.kr', 'full_name': 'KREAM', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/122177552_2715147145403581_3763457806745220487_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=rDjN33BQytQAX-xclJ9&edm=AHG7ALcBAAAA&ccb=7-4&oh=1c8ec6277a9f082584f15fa181e806a6&oe=60B17DC8&_nc_sid=5cbaad', 'profile_pic_id': '2426096027475258937_21783166885', 'is_verified': False, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 1619749409, 'live_broadcast_id': None, 'id': '21783166885'}"
4,60,0du5cEVh5yTK9QJze8zA0C,"""Bruno Mars""",118687,https://www.instagram.com/brunomars,brunomars,,,,,23143530,"{'pk': '20053826', 'username': 'brunomars', 'full_name': 'Bruno Mars', 'is_private': False, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/65302424_346059889400191_5999870605850050560_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=Pl7WSFXoQSEAX_mAnEP&edm=AHG7ALcBAAAA&ccb=7-4&oh=b12b74aafeb81cec2e69b05d4991b7f6&oe=60B14B1C&_nc_sid=5cbaad', 'profile_pic_id': '2080068822031464502_20053826', 'is_verified': True, 'has_anonymous_profile_picture': False, 'account_badges': [], 'friendship_status': {'following': False, 'is_private': False, 'incoming_request': False, 'outgoing_request': False, 'is_bestie': False, 'is_restricted': False}, 'latest_reel_media': 0, 'live_broadcast_id': None, 'id': '20053826'}"
928,929,0Dvx6p8JDyzeOPGmaCIH1L,"""RAF Camora""",4575923,http://instagram.com/raf_camora,raf_camora,,,,,1867795,
